분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,7,중-상,순서배열,다음 문장은 ATP 가수분해가 세포의 일과 연결되는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,혼자서는 잘 진행되지 않는 반응이 전체 과정 안에서 진행된다.,ATP가 물과 반응해 ADP와 무기 인산으로 가수분해된다.,세포에서 단백질이 합성되고 세포막을 사이에 두고 이온이 옮겨진다.,가수분해에서 나온 자유 에너지가 에너지를 필요로 하는 반응에 연결된다.,,,-,"ATP 가수분해에서 나온 자유 에너지는 그냥 흘러가지 않아요. 세포는 그 에너지를 에너지가 필요한 반응과 연결해서, 혼자서는 잘 진행되지 않는 반응까지 진행되게 해요. 단백질 합성이나 세포막을 넘는 이온 이동이 그렇게 이루어져요."
생명,7-4) 에너지와 물질대사,B. 광합성,1,하,인라인,광합성의 전체 반응식은 결과를 한 줄로 압축한 것입니다. 빈칸에 들어갈 알맞은 말을 고르세요.,2,1,이산화 탄소/물/포도당,이산화 탄소/물/산소,,,,,식물이 내놓는 산소는 [1]이(가) 분해되는 과정에서 나온다. 반면 포도당 같은 유기물의 탄소는 공기 중 [2]에서 온다.,"전체 반응식만 보면 산소가 이산화 탄소에서 떨어져 나온 것처럼 보여요. 하지만 식물이 내놓는 산소는 물이 분해될 때 생기고, 포도당 같은 유기물의 탄소는 공기 중 이산화 탄소에서 와요. 두 물질이 어디에서 오는지를 나눠서 기억하면 헷갈리지 않아요."
,,,2,하,OX,산소를 만드는 광합성이 등장하자 대기 중 산소도 곧바로 크게 늘어났다.,X,,O,X,,,,,-,"산소를 만드는 광합성이 등장한 뒤에도 산소는 한동안 바다와 암석의 물질과 반응하며 소비되었어요. 대기 중 산소가 크게 늘기 시작한 것은 약 24억 년 전부터이고, 이 변화를 대산소화 사건이라고 불러요."
,,,3,중,사지선다 (단수),캘빈회로에 대한 설명으로 옳은 것은 무엇인가요?,4,,빛에너지를 직접 흡수해 이산화 탄소의 탄소를 고정한다,물을 분해해 전자와 산소를 얻는 단계가 포함된다,포도당을 분해해 생명이 쓸 ATP를 얻는 과정이다,명반응의 산물인 ATP와 NADPH로 탄소를 고정한다,,,-,"캘빈회로에서는 빛이 직접 쓰이지 않아요. 명반응에서 만들어진 ATP가 에너지를 공급하고 NADPH가 고에너지 전자를 제공해, 공기 중 이산화 탄소의 탄소가 유기 분자 안으로 들어가죠. 한때 암반응으로 불렸지만 명반응의 산물에 의존하기 때문에 지금은 캘빈회로라는 이름을 주로 써요."
,,,4,중-상,순서배열,다음 문장은 명반응에서 ATP가 생성되는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,전자가 이동하며 얻은 에너지로 틸라코이드 내부에 양성자가 축적된다,엽록소가 특정 파장의 빛을 흡수하면 전자가 높은 에너지 상태에 놓인다,양성자가 ATP 합성효소를 통해 이동하는 흐름을 이용해 ATP가 생성된다,높은 에너지 상태의 전자가 광합성 전자전달계를 따라 이동한다,,,-,"엽록소가 빛을 흡수하면 전자가 높은 에너지 상태에 놓이고, 그 전자가 광합성 전자전달계를 따라 이동해요. 이동하면서 얻은 에너지로 틸라코이드 내부에 양성자가 쌓이고, 막 양쪽에 양성자 농도와 전하의 차이가 생기죠. 그 차이 덕분에 양성자가 ATP 합성효소를 통해 흐르고, 댐에서 흘러내리는 물이 터빈을 돌리듯 그 흐름으로 ATP가 만들어져요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,루비스코,,,,,,,,캘빈회로는 이산화 탄소를 5탄소 화합물인 RuBP에 붙이는 반응으로 시작한다. 이 반응을 촉진하는 효소는 지구에서 가장 풍부한 단백질 가운데 하나로 알려져 있다. 이 효소를 ____(이)라고 한다.,루비스코는 이산화 탄소를 RuBP에 붙여 캘빈회로의 첫 단계를 여는 효소예요. 이 반응에 이어지는 여러 단계를 거치면 3탄소 화합물인 G3P가 만들어지죠. 루비스코는 지구에서 가장 풍부한 단백질 가운데 하나로 알려져 있어요.
,,,6,중,사지선다 (복수),광합성과 지구 생태계의 에너지 경로에 대한 설명으로 옳은 것을 모두 고르세요.,1,3,"광합성으로 산소를 내놓는 생물에는 식물과 조류, 남세균이 있다",에너지의 출발점을 거슬러 올라가면 지구의 모든 생태계가 광합성에 닿는다,깊은 바다의 열수분출공 주변에는 황화수소에서 에너지를 얻는 미생물이 산다,식물이 만든 유기물은 초식동물이 먹기 전까지 전혀 쓰이지 않는다,,,-,"광합성으로 산소를 내놓는 생물에는 식물뿐 아니라 조류와 남세균도 있어요. 깊은 바다의 열수분출공 주변에는 황화수소나 수소에서 화학 에너지를 얻는 미생물도 살아가죠. 지구의 모든 생태계가 햇빛에만 기대는 것은 아니어서, 대부분의 생태계가 그렇다고 말하는 편이 정확해요."
,,,7,중-상,순서배열,다음 문장은 태양빛에서 시작된 에너지가 생태계로 퍼지는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,다-가-라-나,,식물이 빛에너지를 화학 에너지로 바꾸어 탄소를 유기물 안에 고정한다,포식자가 초식동물을 먹으면 물질과 에너지가 생태계 곳곳으로 퍼진다,태양에서 출발한 빛이 지구에 도착해 식물의 잎에 닿는다,초식동물이 식물을 먹으면 유기물의 물질과 에너지가 동물로 이어진다,,,-,"태양에서 출발한 빛이 잎에 닿아 화학 에너지로 바뀌면 탄소가 유기물 안에 고정돼요. 그 유기물을 초식동물이 먹고, 다시 포식자가 초식동물을 먹으면서 물질과 에너지가 생태계 곳곳으로 퍼지죠. 식탁 위 채소 한 잎이나 고기 한 점에 담긴 에너지를 거슬러 올라가면 많은 경우 광합성이 받아들인 태양빛과 만나요."
생명,7-4) 에너지와 물질대사,C. 세포호흡과 발효,1,하,인라인,다음은 세포호흡의 마지막 단계를 설명한 것입니다. 빈칸에 들어갈 말을 고르세요.,3,1,이산화 탄소/에탄올/산소,ATP/피루브산/NADH,,,,,"마이토콘드리아 내막의 전자전달계를 지나온 전자를 마지막에 받아들이는 물질은 [1]이다. 이 물질의 공급이 부족하면 전자의 흐름이 유지되기 어려워, 전자전달계를 통한 [2] 생산도 크게 줄어든다.","전자전달계의 끝에서 전자를 받아 주는 물질이 바로 산소예요. 산소가 전자를 받아 수소 이온과 함께 물이 되면서 전자의 흐름이 계속 이어질 수 있어요. 산소가 부족하면 이 흐름이 막히고, 전자전달계를 통한 ATP 생산도 크게 줄어들죠."
,,,2,하,OX,격렬한 운동을 한 다음 날 찾아오는 근육통은 근육에 남아 있는 젖산 때문에 생긴다.,X,,O,X,,,,,-,운동 다음 날의 근육통은 젖산이 남아 있어서 생기는 것이 아니에요. 익숙하지 않거나 강한 운동 뒤 근육과 주변 조직에 미세한 손상과 염증 반응이 나타나면서 생기는 지연성 근육통이에요. 젖산은 운동이 끝난 뒤 비교적 빠르게 처리돼요.
,,,3,중,사지선다 (단수),산소를 충분히 이용할 수 없는 상황에서 세포가 발효를 하는 까닭으로 가장 알맞은 것은 무엇인가요?,4,,피루브산을 마이토콘드리아 안으로 들여보내기 위해서,전자전달계를 한 번 더 거쳐 ATP를 많이 얻기 위해서,산소를 대신해 이산화 탄소가 전자를 받게 하기 위해서,NADH의 전자를 넘겨 NAD⁺를 재생하기 위해서,,,-,발효는 ATP를 더 만들어 주는 과정이 아니에요. NADH가 가진 전자를 다른 유기 분자에 넘겨 NAD⁺를 되살리는 것이 핵심이죠. 그래서 전자전달계를 충분히 이용하지 못하는 상황에서도 포도당이 분해되는 과정이 계속 이어질 수 있어요.
,,,4,중-상,순서배열,다음 문장은 피루브산이 세포호흡의 다음 단계로 이어지는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,아세틸조효소 A가 TCA 회로로 들어가면서 탄소가 이산화 탄소로 방출된다.,세포질에서 생성된 피루브산이 마이토콘드리아로 들어간다.,NADH와 FADH₂에 실린 전자가 마이토콘드리아 내막의 전자전달계로 전달된다.,마이토콘드리아로 들어온 피루브산이 아세틸조효소 A로 바뀐다.,,,-,"피루브산은 마이토콘드리아로 들어가서야 아세틸조효소 A로 바뀔 수 있어요. 이 물질이 TCA 회로로 들어가면 탄소는 이산화 탄소로 빠져나가고, 에너지를 가진 전자는 NADH와 FADH₂에 실리죠. 그 전자가 내막의 전자전달계로 전달되면서 다음 단계가 이어져요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,해당과정,,,,,,,,"세포질에서 6탄소 분자인 포도당 하나가 두 개의 3탄소 분자로 분해된다. 이 과정에는 산소가 직접 필요하지 않아, 산소가 거의 없던 초기 지구에서도 가능했을 것으로 본다. 이러한 오래된 에너지 대사 방식을 ____(이)라고 한다.",포도당 한 분자가 두 분자의 피루브산으로 쪼개지는 이 단계는 세포질에서 일어나요. 산소가 직접 필요하지 않아 산소가 거의 없던 초기 지구에서도 가능했을 것으로 봐요. ATP 네 개가 만들어지지만 앞부분에서 두 개를 쓰기 때문에 순생산은 두 개예요.
,,,6,중,사지선다 (복수),세포호흡과 광합성의 관계에 대한 설명으로 옳은 것을 모두 고르세요.,2,3,세포호흡은 광합성 반응을 그대로 거꾸로 되돌리는 과정이다.,광합성과 세포호흡은 서로 다른 효소와 반응 경로를 거친다.,식물도 자신이 만든 유기물을 세포호흡으로 분해해 ATP를 얻는다.,세포호흡에서 나온 이산화 탄소와 물은 광합성에 이용되지 못한다.,,,-,"전체 반응식만 나란히 놓으면 두 과정이 서로 반대처럼 보이지만, 실제로는 서로 다른 효소와 반응 경로를 거쳐요. 식물도 자신이 광합성으로 만든 유기물을 세포호흡으로 분해해 필요한 ATP를 얻어요. 에너지는 한 방향으로 흐르지만 물질은 생태계 안을 순환하죠."
,,,7,중-상,순서배열,다음 문장은 마이토콘드리아 내막에서 ATP가 생성되는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,가-라-나-다,,전자가 마이토콘드리아 내막의 단백질 복합체를 차례로 지나며 에너지를 내놓는다.,막사이공간에 많아진 수소 이온이 다시 기질 쪽으로 흐르려 한다.,기질 쪽으로 흐르는 수소 이온이 ATP 합성효소를 통과하며 ATP가 생성된다.,전자가 내놓은 에너지를 이용해 수소 이온이 기질에서 막사이공간으로 이동한다.,,,-,"전자가 내막의 단백질 복합체를 지나며 내놓은 에너지가 수소 이온을 막사이공간으로 밀어 올려요. 한쪽에 몰린 수소 이온은 다시 기질로 흐르려 하고, 그 통로에 있는 ATP 합성효소가 회전하면서 ATP가 생성돼요. 세포호흡에서 얻는 ATP의 대부분이 이 산화적 인산화로 만들어져요."
생명,7-5) 유전정보,A. DNA와 유전자,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-5) 유전정보,B. 유전발현과 조절,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-5) 유전정보,C. DNA 기술,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-6) 세포분열과 유전,A. 체세포분열,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-6) 세포분열과 유전,B. 감수분열,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-6) 세포분열과 유전,C. 유전 패턴,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-7) 진화,A. 진화의 힘,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-7) 진화,B. 종분화,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-7) 진화,C. 생물 다양성,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-8) 생물의 다양성,A. 바이러스,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-8) 생물의 다양성,B. 원핵 생물,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-8) 생물의 다양성,C. 진핵 생물,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-9) 식물,A. 식물 구조,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-9) 식물,B. 식물 생식,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-9) 식물,C. 식물 신호,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-10) 인체,A. 소화,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-10) 인체,B. 순환,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-10) 인체,C. 호흡,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-10) 인체,D. 배설,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-10) 인체,E. 면역,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-10) 인체,F. 신경,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-10) 인체,G. 내분비,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-10) 인체,H. 발생과 성장,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-10) 인체,I. 노화와 죽음,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-11) 생태계,A. 개체군과 군집,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-11) 생태계,B. 행동 생태,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-11) 생태계,C. 에너지 흐름과 물질 순환,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
